,mouse,day,session,avg_time,std,sem,group
75,ms03,10,B,18.03102331502097,6.7925390683787645,0.2425906810135273,fixed
76,ms03,11,B,16.65475528107749,5.075945545481677,0.14099848737449103,fixed
77,ms03,12,B,21.426045877592905,14.843548195760151,0.5301267212771482,fixed
78,ms03,13,B,18.538339217503864,6.293839810955949,0.299706657664569,fixed
79,ms03,14,B,24.902568340301514,13.293487608665279,0.7385270893702933,fixed
80,ms03,15,B,13.22243472804194,4.421729104064978,0.192249091481086,fixed
81,ms03,16,C,18.38145653406779,6.97586961489265,0.3321842673758405,fixed
82,ms03,17,C,11.43427950143814,3.246746558357517,0.8116866395893793,fixed
83,ms03,18,C,19.369205554326374,8.129648866372861,0.3871261364939458,fixed
84,ms03,19,C,33.423316853387014,14.88925488979314,2.1270364128275916,fixed
85,ms03,20,C,27.02633319582258,9.30103949764716,1.3287199282353086,fixed
86,ms03,21,C,24.64035703241825,10.492208682505641,0.6557630426566026,fixed
87,ms03,22,C,23.548594225536693,11.544981596119765,0.5247718907327166,fixed
88,ms03,23,C,29.08930295163935,10.832151336464225,0.9847410305876568,fixed
89,ms03,24,D,18.100652740551876,6.179053657161988,0.23765590989084567,fixed
90,ms03,25,D,19.199445128440857,5.62512229627974,0.4017944497342671,fixed
91,ms03,26,D,22.092631030082703,5.881313945150358,0.2940656972575179,fixed
92,ms03,27,D,19.06552245066716,7.326677951025644,0.5635906116173572,fixed
93,ms03,28,D,16.541940879821777,7.611705544889515,0.3805852772444757,fixed
94,ms03,29,D,19.3018245489701,7.491909935804632,0.3257352146002014,fixed
95,ms03,30,D,20.2598590321011,5.992254928400553,0.3329030515778085,fixed
96,ms03,31,D,17.649602830410004,4.850063908219701,0.3031289942637313,fixed
97,ms03,32,AP,19.363700671629474,6.979000510723308,0.3172272959419686,fixed
98,ms04,1,A,37.53203463554382,9.239693641662598,4.619846820831299,fixed
99,ms04,2,A,29.951292753219604,0.0,0.0,fixed
100,ms04,3,A,24.91762065887451,0.0,0.0,fixed
101,ms04,4,A,47.053470611572266,28.705316313350586,5.741063262670117,fixed
102,ms04,5,A,22.539349767896866,9.552594877194498,1.0613994307993886,fixed
103,ms04,6,A,18.721102748598373,5.175566186578328,0.7393665980826183,fixed
104,ms04,7,A,,,,fixed
105,ms04,8,A,29.32610477341546,10.370664700999228,1.1522960778888032,fixed
106,ms04,9,B,35.69735202789307,8.126441589876922,1.6252883179753845,fixed
107,ms04,10,B,28.435963201522828,7.242022083252307,1.4484044166504613,fixed
108,ms04,11,B,31.718460929393768,8.976164638971625,0.4488082319485812,fixed
109,ms04,12,B,19.95489463210106,4.560542233823795,0.2850338896139872,fixed
110,ms04,13,B,17.047201880702264,5.261830800369886,0.1948826222359217,fixed
111,ms04,14,B,15.428242553364147,5.880033117237331,0.26727423260169686,fixed
112,ms04,15,B,15.872108917969923,4.3639150259669695,0.1678428856141142,fixed
113,ms04,16,B,13.532102857317243,3.834196752683389,0.13693559831012103,fixed
114,ms04,17,C,14.566852859828783,4.549746934824901,0.19781508412282178,fixed
115,ms04,18,C,14.037949639208177,5.712145592025122,0.16800428211838594,fixed
116,ms04,19,C,15.805562188548427,12.901886725515386,0.41618989437146403,fixed
117,ms04,20,C,11.260082721710205,3.4878201444269323,0.09688389290074811,fixed
118,ms04,21,C,11.689628686223712,6.125341065309723,0.14584145393594578,fixed
119,ms04,22,C,11.412147132361808,5.5751489843028725,0.13597924351958227,fixed
120,ms04,23,C,18.0,10.380978079273309,0.20354858978967272,fixed
121,ms04,24,C,13.239459676257635,5.879595370322268,0.0996541588190215,fixed
122,ms04,25,D,14.765411393208938,6.172355062531634,0.14028079687571895,fixed
123,ms04,26,D,16.761064892723446,5.340526493992052,0.25431078542819296,fixed
124,ms04,27,D,19.51083884239197,6.44266861917913,0.2147556206393043,fixed
125,ms04,28,D,20.602078159650166,9.858662877451177,0.5477034931917321,fixed
126,ms04,29,D,18.62477256405738,8.53949033422703,0.27546743013635583,fixed
127,ms04,30,D,22.420424287969414,30.920212065011206,0.9369761231821577,fixed
128,ms04,31,D,20.090356826782227,13.212259997785074,0.4718664284923241,fixed
129,ms04,32,D,21.23675447191511,11.390705236386,0.3254487210396,fixed
130,ms04,33,AP,18.847282921566684,9.021617420113506,0.2653416888268678,fixed
131,ms05,1,A,,,,fixed
132,ms05,2,A,17.58465576171875,0.0,0.0,fixed
133,ms05,3,A,98.40028929710388,84.96512020129325,28.321706733764415,fixed
134,ms05,4,A,27.413970470428467,0.0,0.0,fixed
135,ms05,5,A,16.975425243377686,7.406366142142876,1.851591535535719,fixed
136,ms05,6,A,20.144279139382498,9.572984462315452,0.6837846044511037,fixed
137,ms05,7,A,14.272167674132756,4.61415268856868,0.16479116744888142,fixed
138,ms05,8,A,15.515643908427311,4.3768212082948414,0.3366785544842186,fixed
139,ms05,9,B,14.520143032073975,3.6706602573394775,1.8353301286697388,fixed
140,ms05,10,B,13.071817874908447,3.247438191946624,0.5412396986577707,fixed
141,ms05,11,B,17.026913131986344,7.724281122632646,1.1034687318046636,fixed
142,ms05,12,B,23.037997563680012,13.386427873887051,4.462142624629017,fixed
143,ms05,13,B,27.932040214538574,4.278783082962036,2.139391541481018,fixed
144,ms05,14,B,30.319764852523804,11.73262633733256,3.91087544577752,fixed
145,ms05,15,B,19.932672214508056,8.92874650065383,1.785749300130766,fixed
146,ms05,16,B,36.277384082476296,24.647220183552857,4.107870030592143,fixed
147,ms05,17,C,29.75,8.742854225022855,1.0928567781278569,fixed
148,ms05,18,C,34.484521818161014,14.998676851848085,2.999735370369617,fixed
149,ms05,19,C,35.68527450561523,4.405727633567979,0.8811455267135958,fixed
150,ms05,20,C,13.200223952531815,6.825039404490877,0.8531299255613596,fixed
151,ms05,21,C,24.504207134246826,9.781078373651175,2.4452695934127937,fixed
152,ms05,22,C,15.117483687400817,7.706636162860988,0.7706636162860988,fixed
153,ms05,23,C,28.381778359413147,7.228748440742493,3.6143742203712463,fixed
154,ms05,24,C,25.566600918769836,11.772366881370544,5.886183440685272,fixed
155,ms05,25,D,14.084356466929117,7.139603312293519,2.3798677707645064,fixed
156,ms05,26,D,17.502884561365303,5.309534727190156,0.48268497519910514,fixed
157,ms05,27,D,21.01418164372444,8.247165043359624,1.030895630419953,fixed
158,ms05,28,D,21.071866165507924,6.381824087534104,0.580165826139464,fixed
159,ms05,29,D,22.93367290496826,0.0,0.0,fixed
160,ms05,30,D,12.729859641620092,6.20117642944125,0.44294117353151785,fixed
161,ms05,31,D,21.54361402988434,2.4262880086898804,1.2131440043449402,fixed
162,ms05,32,D,23.233134329319,10.289919966601424,1.286239995825178,fixed
163,ms05,33,AP,11.389312863349915,3.0508502052069852,0.3050850205206985,fixed
164,ms06,1,A,41.56532526016235,0.0,0.0,fixed
165,ms06,2,A,20.8402156829834,0.0,0.0,fixed
166,ms06,3,A,,,,fixed
167,ms06,4,A,,,,fixed
168,ms06,5,A,27.36073112487793,0.0,0.0,fixed
169,ms06,6,A,,,,fixed
170,ms06,7,A,75.95117106437684,27.31040356456637,5.4620807129132745,fixed
171,ms06,8,A,44.68746681213379,4.431728588654941,0.8863457177309882,fixed
172,ms06,9,B,45.39209512869517,10.86777925029293,1.8112965417154883,fixed
173,ms06,10,B,40.283720755577086,21.526874176235555,2.1526874176235555,fixed
174,ms06,11,B,24.695512294769287,8.483633995056152,4.241816997528076,fixed
175,ms06,12,B,22.221775770187378,12.163417010706876,0.6757453894837153,fixed
176,ms06,13,B,28.659024667739867,13.333254246838814,1.3333254246838815,fixed
177,ms06,14,B,34.9964808622996,17.292262448020526,1.4410218706683773,fixed
178,ms06,15,B,30.522397214716133,11.690381860276878,1.062761987297898,fixed
179,ms06,16,B,11.837733680551702,4.148945244055926,0.37717684036872057,fixed
180,ms06,17,C,30.4741112391154,9.459791355716135,3.1532637852387118,fixed
181,ms06,18,C,21.10884130001068,12.45237479669401,2.0753957994490015,fixed
182,ms06,19,C,37.00648425022761,39.46499724586308,3.28874977048859,fixed
183,ms06,20,C,29.266510943571728,16.957982827547575,1.4131652356289646,fixed
184,ms06,21,C,29.3218982730593,7.050045792994567,0.5035746994996119,fixed
185,ms06,22,C,30.559853770516135,14.429146260569919,1.31174056914272,fixed
186,ms06,23,C,40.85638070106506,17.86515982176896,2.977526636961493,fixed
187,ms06,24,C,26.608872084390548,8.899703958737847,0.42379542660656416,fixed
188,ms06,25,D,11.500477104187011,3.2298172445169837,0.12919268978067935,fixed
189,ms06,26,D,16.084886026382446,4.250552959574347,0.8501105919148694,fixed
190,ms06,27,D,30.664456143975258,13.22990419706244,0.8268690123164025,fixed
191,ms06,28,D,29.31109435217721,22.24738604563047,1.5890990032593193,fixed
192,ms06,29,D,20.79782580292743,5.586060475180404,0.24287219457306106,fixed
193,ms06,30,D,21.539564356207848,12.283288850315664,0.767705553144729,fixed
194,ms06,31,D,22.52402980511005,18.705519712690986,0.7194430658727302,fixed
195,ms06,32,D,18.021620678179193,7.957362861593114,0.24113220792706405,fixed
196,ms06,33,AP,12.235294117647058,5.196485370672417,0.30567561003955396,fixed
197,ms07,1,A,87.31871930758159,44.5868891554399,14.862296385146633,fixed
198,ms07,2,A,46.84900840123495,7.257491092285018,2.4191636974283393,fixed
199,ms07,3,A,198.9750256538391,0.0,0.0,fixed
200,ms07,4,A,71.12374866008759,10.777439951896667,5.388719975948334,fixed
201,ms07,5,A,30.379261642694473,12.58027643759897,1.5725345546998712,fixed
202,ms07,6,A,36.993169367313385,9.826152902001127,2.4565382255002817,fixed
203,ms07,7,A,30.420164903004963,8.6035305944553,2.8678435314851,fixed
204,ms07,8,A,67.74758851528168,34.85482383657298,8.713705959143246,fixed
205,ms07,9,B,33.56210072835287,1.673124686663854,0.2788541144439757,fixed
206,ms07,10,B,50.05664498465402,14.262906962492005,2.037558137498858,fixed
207,ms07,11,B,42.59834694862366,6.027308929705011,1.0045514882841686,fixed
208,ms07,12,B,64.5,23.13547060251855,2.8919338253148186,fixed
209,ms07,13,B,27.851990305144213,8.982446415021528,0.3097395315524665,fixed
210,ms07,14,B,19.218435020446776,8.86815809626272,0.3547263238505088,fixed
211,ms07,15,B,16.323046238191665,5.602235461620962,0.1807172729555149,fixed
212,ms07,16,B,15.407124841914458,7.540588164723073,0.22178200484479627,fixed
213,ms07,17,C,16.165018759667873,4.157683011894141,0.12992759412169191,fixed
214,ms07,18,C,23.824429501186717,27.030396492316935,1.2286543860144061,fixed
215,ms07,19,C,19.87549945286342,8.0409485571507,1.1487069367358143,fixed
216,ms07,20,C,21.010430586338043,8.50472632399,0.42523631619950003,fixed
217,ms07,21,C,23.535667947360448,10.108117786974466,0.722008413355319,fixed
218,ms07,22,C,17.687118274194223,5.807647443652171,0.21509805346859892,fixed
219,ms07,23,C,17.12868646339134,13.324071697663287,0.4934841369504921,fixed
220,ms07,24,C,14.652391222807077,7.02092997573275,0.2700357682974135,fixed
221,ms07,25,D,21.333333333333332,22.653357437135075,0.5393656532651209,fixed
222,ms07,26,D,16.044059699231926,6.772547267009754,0.15392152879567622,fixed
223,ms07,27,D,18.682282008376777,9.980779510746864,0.19570155903425224,fixed
224,ms07,28,D,16.068550480039494,5.818367408215775,0.15311493179515198,fixed
225,ms07,29,D,13.615646151133946,2.962263585279149,0.08463610243654711,fixed
226,ms07,30,D,13.74449808366837,5.450712780938357,0.17582944454639862,fixed
227,ms07,31,D,14.433818075391981,6.603352570729286,0.1467411682384286,fixed
228,ms07,32,D,11.550220294432206,2.469932153337699,0.05613482166676589,fixed
229,ms07,33,AP,19.40816719532013,11.581323672855849,0.2895330918213962,fixed
230,ms07,34,,18.795332078010805,10.825462360546364,0.3492084632434311,fixed
231,ms07,35,,19.485714285714284,9.012281869193613,0.2574937676912461,fixed
232,ms07,36,,20.53841883164865,11.684929450529912,0.4327751648344412,fixed
233,ms07,37,,14.858383862177531,4.194037240120332,0.0932008275582296,fixed
234,ms07,38,,14.067055638955564,6.020265715497029,0.12286256562238834,fixed
235,ms07,39,ND,23.318962693214417,10.726561863983356,0.5363280931991679,fixed
236,ms07,40,,20.755652362650093,10.362075231011309,0.3140022797276154,fixed
237,ms07,41,ND,23.212871313095093,9.927415463706309,1.1030461626340342,fixed
238,ms07,42,,16.07900590055129,7.048318249880208,0.2073034779376532,fixed
239,ms08,1,A,,,,fixed
240,ms08,2,A,28.346587896347046,0.0,0.0,fixed
241,ms08,3,A,60.00000810623169,0.0,0.0,fixed
242,ms08,4,A,,,,fixed
243,ms08,5,A,,,,fixed
244,ms08,6,A,45.820711970329285,17.182417706116087,1.7182417706116087,fixed
245,ms08,7,A,34.92857142857143,9.475263175495337,0.6768045125353812,fixed
246,ms08,8,A,24.333333333333332,6.8266517856980675,0.3250786564618127,fixed
247,ms08,9,B,25.038211584091187,14.055568991815019,2.3425948319691696,fixed
248,ms08,10,B,17.319632401069004,4.561530996845517,0.19006379153522987,fixed
249,ms08,11,B,16.765144789920132,11.401163901670627,0.3353283500491361,fixed
250,ms08,12,B,20.153157636523247,10.760247636409611,0.33625773863780034,fixed
251,ms08,13,B,28.349767446517944,39.65828366057257,2.832734547183755,fixed
252,ms08,14,B,13.308889648649428,12.428899678374801,0.2761977706305511,fixed
253,ms08,15,B,18.9450206896838,8.01990979345339,0.4717593996149053,fixed
254,ms08,16,B,15.986765593290329,6.054634787170513,0.37841467419815705,fixed
255,ms08,17,C,17.264470509993725,3.0201977798086577,0.0774409687130425,fixed
256,ms08,18,C,18.161557383007473,7.338818523209313,0.8154242803565903,fixed
257,ms08,19,C,20.399101071887547,4.173628834306485,0.2318682685725825,fixed
258,ms08,20,C,18.724045862754185,4.390253069548555,0.1829272112311898,fixed
259,ms08,21,C,21.22132788764106,9.009979810931704,1.0011088678813005,fixed
260,ms08,22,C,25.621666193008423,11.096722655243564,1.8494537758739273,fixed
261,ms08,23,C,21.49522864818573,2.130764575326346,0.5326911438315866,fixed
262,ms08,24,C,22.328076230155098,9.361419118069731,1.0401576797855256,fixed
263,ms08,25,D,34.95154701338874,18.181761061651613,2.020195673516846,fixed
264,ms08,26,D,24.668994058262218,7.518374315697245,0.683488574154295,fixed
265,ms08,27,D,29.948332607746124,8.329643490681013,0.6941369575567511,fixed
266,ms08,28,D,17.184625427897384,4.98799801954478,0.12165848828158,fixed
267,ms08,29,D,18.945199904234514,4.766838202601861,0.2072538348957331,fixed
268,ms08,30,D,21.944082832336427,9.639423616676186,0.38557694466704745,fixed
269,ms08,31,D,45.0576983027988,13.650857983856016,1.516761998206224,fixed
270,ms08,32,D,,,,fixed
271,ms08,33,AP,25.18374636173248,7.82267142705479,0.782267142705479,fixed
272,ms09,1,A,,,,criteria
273,ms09,2,A,,,,criteria
274,ms09,3,A,26.25,8.814051281902097,2.2035128204755243,criteria
275,ms09,4,A,29.699503183364868,7.3131091594696045,3.6565545797348022,criteria
276,ms09,5,A,55.71393644809723,33.95474196558424,8.48868549139606,criteria
277,ms09,6,A,41.975121676921844,16.53813893539661,4.1345347338491525,criteria
278,ms09,7,A,26.904927253723145,9.130874825059907,2.2827187062649767,criteria
279,ms09,8,A,29.46763906478882,2.0589938195624993,0.41179876391249987,criteria
280,ms09,9,A,39.649359464645386,19.0989969412494,1.736272449204491,criteria
281,ms09,10,A,60.765317529439926,37.898799649649014,4.737349956206127,criteria
282,ms09,11,A,32.16034817695618,35.97745392825332,1.4390981571301327,criteria
283,ms09,12,A,20.28433543205261,7.527942665969494,0.3011177066387798,criteria
284,ms09,13,B,25.11869265139103,20.911232774702416,1.306952048418901,criteria
285,ms09,14,B,18.47161002592607,7.820428600340152,0.3554740272881887,criteria
286,ms09,15,B,14.148468401696947,6.416496266337085,0.17823600739825238,criteria
287,ms09,16,B,23.462344680513656,25.312995976667814,1.8080711411905581,criteria
288,ms09,17,B,14.451312743127346,5.102131757105268,0.15944161740953963,criteria
289,ms09,18,B,15.025836845924115,9.216780885005695,0.3178200305174378,criteria
290,ms09,19,B,21.993892306373233,19.3930708763663,0.9234795655412523,criteria
291,ms09,20,B,14.435502238895582,6.441710537241008,0.28007437118439166,criteria
292,ms09,21,C,16.157050162553787,5.717832001904237,0.7147290002380297,criteria
293,ms09,22,C,15.247689257497372,4.827572431806026,0.2098944535567837,criteria
294,ms09,23,C,16.47519874572754,7.539970889292883,0.1839017290071435,criteria
295,ms09,24,D,34.40664041042328,17.040516230054074,0.5680172076684691,criteria
296,ms09,25,D,15.861586848894754,8.314109414952558,0.23094748374868215,criteria
297,ms09,26,AP,18.16961975450869,7.9821107420289295,0.29563373118625663,criteria
298,ms10,1,A,14.993418216705322,1.7673416910714461,0.5891138970238153,cr_5
299,ms10,2,A,,,,cr_5
300,ms10,3,A,,,,cr_5
301,ms10,4,A,45.47540068626404,2.594423294067383,1.2972116470336914,cr_5
302,ms10,5,A,48.31448531150818,19.766220616954428,4.941555154238607,cr_5
303,ms10,6,A,30.730416706630162,7.0024677196572505,1.0003525313796071,cr_5
304,ms10,7,A,35.92866357167562,9.96181088987164,0.5534339383262021,cr_5
305,ms10,8,A,32.03847581690008,9.66492759572195,0.8786297814292682,cr_5
306,ms10,9,A,45.599578976631165,12.16788232070203,2.0279803867836717,cr_5
307,ms10,10,A,25.365716290473937,6.6715723189407266,0.6671572318940726,cr_5
308,ms10,11,A,26.6,11.727744881263405,0.5863872440631702,cr_5
309,ms10,12,A,30.981320963965523,7.686991995364149,0.42705511085356385,cr_5
310,ms10,13,A,,,,cr_5
311,ms10,14,A,32.03717062690041,7.589917606187006,0.6899925096533642,cr_5
312,ms10,15,A,40.83367667879377,16.515548288895854,2.3593640412708363,cr_5
313,ms10,16,A,34.78236230936918,9.063372578842545,0.8239429617129587,cr_5
314,ms10,17,A,30.09436445766025,5.302946768616833,0.5892163076240925,cr_5
315,ms10,18,A,21.55219669342041,7.926494970819368,0.3963247485409684,cr_5
316,ms10,19,A,29.672473335266112,11.921788529582344,1.1921788529582344,cr_5
317,ms10,20,A,18.40090036392212,4.859350791482543,0.3239567194321695,cr_5
318,ms10,21,A1,26.67746251821518,20.234191716944622,1.2646369823090389,cr_5
319,ms10,22,A2,19.954719682534535,14.970812756987058,1.2475677297489216,cr_5
320,ms10,23,A3,14.819716760090419,2.515937685982668,0.35941966942609543,cr_5
321,ms10,24,A4,23.22089596895071,19.230895989357183,1.4792996914890142,cr_5
322,ms10,25,A5,23.123005404191858,7.941649608381245,0.4671558593165438,cr_5
323,ms10,26,B,22.84614768028259,9.473167112688714,0.9473167112688714,cr_5
324,ms10,27,B,29.722572546738846,16.90490678570714,1.3003774450543955,cr_5
325,ms10,28,B,25.290343034267426,9.245244472260138,0.4622622236130069,cr_5
326,ms10,29,B,21.02878512442112,6.232023985289692,0.3895014990806058,cr_5
327,ms10,30,B,20.22880555601681,7.031905739562836,0.4136415140919315,cr_5
328,ms10,31,B1,22.929670847379246,6.513594758272755,0.5010457506363658,cr_5
329,ms10,32,B2,30.951536044478416,32.16212795190818,2.0101329969942614,cr_5
330,ms10,33,B3,19.272925901412965,7.4994611110939315,0.49996407407292875,cr_5
331,ms10,34,B4,21.1821471452713,7.361945818379202,0.7361945818379202,cr_5
332,ms10,35,B5,16.687997341156006,7.888589816809946,0.4382549898227748,cr_5
333,ms10,36,C,28.199185808499653,9.34334377103083,1.5572239618384716,cr_5
334,ms10,37,C,26.408966881888254,9.100348051647682,0.43334990722131816,cr_5
335,ms10,38,C,29.09854562465961,12.723996229862221,0.9787689407586324,cr_5
336,ms10,39,C,23.744530426828486,12.26003384118219,0.6452649390095889,cr_5
337,ms10,40,C1,24.126180450121563,15.057100785115791,0.8365055991730995,cr_5
338,ms10,41,C2,15.740852393209934,5.421175014108448,0.169411719190889,cr_5
339,ms10,42,C3,17.722210233861748,5.875696816430427,0.5341542560391297,cr_5
340,ms10,43,C4,22.352490915192497,7.63707497469737,0.4242819430387428,cr_5
341,ms10,44,C5,18.784150634493148,11.860656450162272,0.3388758985760649,cr_5
342,ms10,45,D,21.47927894592285,6.166693038465223,0.4111128692310149,cr_5
343,ms10,46,D,18.69425107638041,10.723209335709397,0.7148806223806264,cr_5
344,ms10,47,D,14.326472614492689,10.111573644243517,0.3611276301515542,cr_5
345,ms10,48,D,19.60155353826635,8.893582572210988,0.5231519160124111,cr_5
346,ms10,49,D,20.869193187126747,8.444587239617585,0.32479181690836867,cr_5
347,ms10,50,D,17.621623229980468,8.627897847635001,0.43139489238175005,cr_5
348,ms10,51,D,44.998566722869874,37.256799645203934,7.451359929040787,cr_5
349,ms10,52,D,35.40933339936392,24.450855669037157,3.4929793812910224,cr_5
350,ms10,53,D,,,,cr_5
351,ms10,54,D,22.267108522355556,13.363727074068272,0.4176164710646335,cr_5
352,ms10,55,D,27.73932819366455,10.439816888516532,1.043981688851653,cr_5
353,ms10,56,D,14.535979213136615,7.5869858869295825,0.22990866324029038,cr_5
354,ms10,57,D1,30.343424201011658,0.5409923791885376,0.2704961895942688,cr_5
355,ms10,58,D2,18.974487686157225,8.621810805056342,0.43109054025281707,cr_5
356,ms10,59,D3,16.639462018013,14.38101418380388,0.4793671394601293,cr_5
357,ms10,60,D4,16.964694524633472,9.670927621656345,0.333480262815736,cr_5
358,ms10,61,D5,16.231577889672643,11.054057220602107,0.38117438691731403,cr_5
359,ms10,62,AP,15.585516580721228,6.033423240547253,0.14715666440359154,cr_5
360,ms11,1,A,29.257160186767578,13.449644207823924,4.483214735941308,criteria
361,ms11,2,A,44.37404274940491,9.71554422455877,3.2385147415195896,criteria
362,ms11,3,A,41.928949435551964,9.222425466618374,1.5370709111030623,criteria
363,ms11,4,A,34.79777503013611,0.0,0.0,criteria
364,ms11,5,A,47.72951465845108,12.96476067269431,3.2411901681735773,criteria
365,ms11,6,A,44.12946076393128,13.612585682229945,2.722517136445989,criteria
366,ms11,7,A,32.39417870839437,7.684274035101,2.561424678367,criteria
367,ms11,8,A,29.072819566726686,10.621116731499596,0.7080744487666397,criteria
368,ms11,9,B,20.778112753577854,3.940019263566511,0.171305185372457,criteria
